,EffectRef,StudyRef,Latin,SpeciesRef,MeasureType_Category,SampleSize,R_value,Fishers_Z_r,Variance,No_of_years,Populationtype,GroupSize,StudyPopulation,Rank_Cont_Cat,RankDetermined,LitterSize,LittersPerYear,CooperativeBreeding,PluralBreeding,AssociatedBreeding,DominanceSystem,Philopatry,DietCategory,EnvironmentalHarshness,PopulationDensity,AverageRelatedness,CoalitionFormation,maleinfanticide,sexratio_socialgroup,SexualDimorphism_Weight,BreedingSystem,SpeciesIncluded,MaximumLifespan,Reference_DominanceSucccess,Reference_DominanceSucccess_doi,Reference_DominanceSystem,Reference_DominanceSystem_doi,Reference_Relatedness,Reference_Relatedness_doi
377,377,148,Semnopithecus_schistaceus,79,infant_survival,25,0.2224,0.2262,0.0455,6,Wild,6.9,Ramnagar_Nepal,Categorical,Agonism,1,0.5,0,1,0,Age,NA,Herbivore,NA,NA,NA,No,NA,NA,NA,2,Semnopithecus_schistaceus,NA,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1749-4877.12201,10.1111/1749-4877.12201,https://onlinelibrary.wiley.com/doi/10.1111/1749-4877.12201,10.1111/1749-4877.12201,NA,NA
378,378,149,Mungos_mungo,62,infant_production,35,0.3456,0.3604,0.0311,4,Wild,11,QNP_Uganda,Continuous,Other,2.9,1,0,1,0,Condition,FemalePhilopatry,Carnivore,0.47019661,17,0.11,Yes,0,0.5,1,2,Mungos_mungo,2.246498581,https://royalsocietypublishing.org/doi/full/10.1098/rsbl.2015.0620?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,10.1098/rsbl.2015.0620,https://www.sciencedirect.com/science/article/abs/pii/S0003347200915598,10.1006/anbe.2000.1559,https://sci-hub.st/10.1111/mec.12015,10.1111/mec.12015
379,379,149,Mungos_mungo,62,infant_survival,35,0.3501,0.3656,0.0311,4,Wild,11,QNP_Uganda,Continuous,Other,2.9,1,0,1,0,Condition,FemalePhilopatry,Carnivore,0.47019661,17,0.11,Yes,0,0.5,1,2,Mungos_mungo,2.246498581,https://royalsocietypublishing.org/doi/full/10.1098/rsbl.2015.0620?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,10.1098/rsbl.2015.0620,https://www.sciencedirect.com/science/article/abs/pii/S0003347200915598,10.1006/anbe.2000.1559,https://sci-hub.st/10.1111/mec.12015,10.1111/mec.12015
380,380,150,Mesocricetus_auratus,18,infant_production,20,0.4365,0.4679,0.0575,1,Captive,2,SaoPaulo_Brazil,Categorical,Agonism,8.8,3.8,0,1,0,Condition,NA,Omnivore,NA,NA,0,No,0,NA,NA,2,Mesocricetus_auratus,1.617000341,https://www.sciencedirect.com/science/article/pii/S0031938411003210?via%3Dihub,10.1016/j.physbeh.2011.06.006,https://www.sciencedirect.com/science/article/abs/pii/0031938488900315,10.1016/0031-9384(88)90031-5,https://rep.bioscientifica.com/view/journals/rep/87/2/jrf_87_2_038.xml,10.1530/jrf.0.0870763
381,381,150,Mesocricetus_auratus,18,infant_production,14,-0.3572,-0.3737,0.0712,1,Captive,2,SaoPaulo_Brazil,Categorical,Agonism,8.8,3.8,0,1,0,Condition,NA,Omnivore,NA,NA,0,No,0,NA,NA,2,Mesocricetus_auratus,1.617000341,https://www.sciencedirect.com/science/article/pii/S0031938411003210?via%3Dihub,10.1016/j.physbeh.2011.06.006,https://www.sciencedirect.com/science/article/abs/pii/0031938488900315,10.1016/0031-9384(88)90031-5,https://rep.bioscientifica.com/view/journals/rep/87/2/jrf_87_2_038.xml,10.1530/jrf.0.0870763
382,382,150,Mesocricetus_auratus,18,infant_production,138,0.1573,0.1586,0.0073,1,Captive,2,SaoPaulo_Brazil,Categorical,Agonism,8.8,3.8,0,1,0,Condition,NA,Omnivore,NA,NA,0,No,0,NA,NA,2,Mesocricetus_auratus,1.617000341,https://www.sciencedirect.com/science/article/pii/S0031938411003210?via%3Dihub,10.1016/j.physbeh.2011.06.006,https://www.sciencedirect.com/science/article/abs/pii/0031938488900315,10.1016/0031-9384(88)90031-5,https://rep.bioscientifica.com/view/journals/rep/87/2/jrf_87_2_038.xml,10.1530/jrf.0.0870763
383,383,151,Macaca_mulatta,20,infant_production,104,0.2684,0.2752,0.0099,3,Wild,11.6,Nanwan_China,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,NA,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://onlinelibrary.wiley.com/doi/full/10.1002/ajp.22881,10.1002/ajp.22881,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,NA,NA
384,384,151,Macaca_mulatta,20,infant_production,31,-0.0135,-0.0135,0.0357,3,Wild,3.4,Nanwan_China,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,NA,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://onlinelibrary.wiley.com/doi/full/10.1002/ajp.22881,10.1002/ajp.22881,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,NA,NA
385,385,151,Macaca_mulatta,20,infant_survival,69,0.1111,0.1115,0.0152,3,Wild,11.6,Nanwan_China,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,NA,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://onlinelibrary.wiley.com/doi/full/10.1002/ajp.22881,10.1002/ajp.22881,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,NA,NA
386,386,151,Macaca_mulatta,20,infant_survival,28,0.2267,0.2307,0.04,3,Wild,3.4,Nanwan_China,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,NA,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://onlinelibrary.wiley.com/doi/full/10.1002/ajp.22881,10.1002/ajp.22881,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,NA,NA
387,387,152,Ceratotherium_simum,80,infant_production,36,0.0712,0.0713,0.0303,1,Captive,3.75,Zoos_USA,Categorical,Agonism,1,0.4,0,0,1,Age,FemalePhilopatry,Herbivore,0.6744761,0.5,0,No,0,NA,NA,3,Ceratotherium_simum,2.755874856,https://www.sciencedirect.com/science/article/pii/S0016648011000608?via%3Dihub,10.1016/j.ygcen.2011.02.010,http://www.rhinoresourcecenter.com/pdf_files/128/1284806421.pdf,10.1002/zoo.20143,https://www.sciencedirect.com/science/article/pii/S0016648011000608?via%3Dihub,10.1016/j.ygcen.2011.02.010
388,388,153,Cebus_capucinus,50,infant_survival,75,0.1327,0.1335,0.0135,6,Wild,8,SantaRosa_CostaRica,Continuous,Agonism,1,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,-0.8308956,27.3,NA,No,1,0.3,1.449183073,2,Cebus_capucinus,2.815577748,https://www.pnas.org/content/114/8/1892.long,10.1073/pnas.1608625114,https://www.jstor.org/stable/pdf/27822158.pdf,10.1163/000579510X497283,NA,NA
389,389,154,Canis_lupus,81,infant_production,6,0.4554,0.4915,0.3333,2,Provisioned,6,Rom_Italy,Continuous,Agonism,5.4,0.8,1,0,0,Age,FemaleDispersal,Carnivore,NA,0,NA,No,NA,NA,NA,1,Canis_lupus,2.341632336,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0098594,10.1371/journal.pone.0098594,https://academic.oup.com/beheco/article/21/3/443/218736,10.1093/beheco/arq001,NA,NA
390,390,155,Macaca_nigra,82,infant_survival,260,-0.0837,-0.0839,0.0039,4,Wild,19,Sulawesi_Indonesia,Continuous,Agonism,1,0.7,0,1,0,Condition,FemalePhilopatry,Frugivore,-1.1976829,55.6,NA,Yes,0,0.2,1.807600003,2,Macaca_nigra,2.494154594,https://academic.oup.com/beheco/article/25/5/1164/2633780,10.1093/beheco/aru099,https://hal.archives-ouvertes.fr/hal-02160244/document,10.1016/j.anbehav.2016.11.010,NA,NA
391,391,156,Equus_caballus,68,infant_production,56,-0.03,-0.03,0.0189,3,Wild,4,Kaimanawa_NewZealand,Continuous,Agonism,1,0.5,0,1,0,Age,FemaleDispersal,Herbivore,NA,NA,0,Yes,1,0.25,NA,2,Equus_caballus,2.856982507,https://www.pnas.org/content/106/33/13850.long#xref-ref-23-1,10.1073/pnas.0900639106,https://digitalcommons.wku.edu/cgi/viewcontent.cgi?referer=https://scholar.google.co.in/&httpsredir=1&article=2081&context=theses,NA,https://www.pnas.org/content/pnas/106/33/13850.full.pdf,10.1073/pnas.0900639106
392,392,156,Equus_caballus,68,infant_survival,56,0.06,0.0601,0.0189,3,Wild,4,Kaimanawa_NewZealand,Continuous,Agonism,1,0.5,0,1,0,Age,FemaleDispersal,Herbivore,NA,NA,0,Yes,1,0.25,NA,2,Equus_caballus,2.856982507,https://www.pnas.org/content/106/33/13850.long#xref-ref-23-1,10.1073/pnas.0900639106,https://digitalcommons.wku.edu/cgi/viewcontent.cgi?referer=https://scholar.google.co.in/&httpsredir=1&article=2081&context=theses,NA,https://www.pnas.org/content/pnas/106/33/13850.full.pdf,10.1073/pnas.0900639106
393,393,157,Odocoileus_virginianus,83,infant_production,229,0.171,0.1727,0.0044,3,Captive,17.5,MSU_USA,Continuous,Agonism,1.9,1,0,1,0,Age,FemalePhilopatry,Omnivore,1.02356715,17.3,NA,No,NA,NA,1.51111111,2,Odocoileus_virginianus,2.434153571,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0136034,10.1371/journal.pone.0136034,https://www.jstor.org/stable/pdf/2425138.pdf?casa_token=VelmD96hxEMAAAAA:glSYrJyH3pqBup7XDegU86R9uGXK1c9MFK7qGRmWxXckuvHwQAc9KcayC7-78Az7Y9qXQLi6xjS_pmDNXYWlFqI08toetAhKz4TlTeV6ihtY0UJDVVJh,10.2307/2425138 ,NA,NA
394,394,158,Papio_cynocephalus,14,survival,204,0.013,0.013,0.005,11,Wild,14.1,Amboseli_Kenya,Continuous,Agonism,1,0.6,0,1,0,Nepotism,FemalePhilopatry,Omnivore,NA,5.9,0.08,Yes,1,0.25,2.06,2,Papio_cynocephalus,1.653212514,http://www.kbs.msu.edu/wp-content/uploads/2018/05/Archie_etal_Social_Isolation_2014.pdf,10.1098/rspb.2014.1261,https://www.nature.com/articles/373060a0.pdf,10.1038/373060a0,http://www.princeton.edu/~baboon/publications/VanHorn_etal_BehavEcolSociobiol2007.pdf,10.1007/s00265-007-0415-1
395,395,159,Macaca_mulatta,20,survival,871,0.009,0.009,0.0012,7,Wild,55,CayoSantiago_PuertoRico,Continuous,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.15,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://ore.exeter.ac.uk/repository/bitstream/handle/10871/40245/Deconstructing%20Sociality%20Resubmisson%20v4%20shortened%20v3%20no%20comments.pdf?sequence=2,10.1098/rspb.2019.1991,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1007/bf00293675,10.1007/bf00293675
396,396,160,Cervus_elaphus,10,infant_production,96,0.131,0.1318,0.0108,6,Provisioned,26.7,Albacete_Spain,Continuous,Agonism,1,0.9,0,0,1,Age,FemalePhilopatry,Herbivore,1.98000318,2.9,0.126,Yes,NA,0.2,1.786038431,3,Cervus_elaphus,2.534305387,https://academic.oup.com/cz/article/65/3/269/5046791,10.1093/cz/zoy049,https://sci-hub.tw/10.1111/j.1439-0310.1983.tb01341.x,10.1111/j.1439-0310.1983.tb01341.x,https://sci-hub.st/10.1111/j.1439-0310.2007.01427.x,10.1111/j.1439-0310.2007.01427.x
397,397,160,Cervus_elaphus,10,infant_production,94,0.056,0.0561,0.011,6,Provisioned,26.7,Albacete_Spain,Continuous,Agonism,1,0.9,0,0,1,Age,FemalePhilopatry,Herbivore,1.98000318,2.9,0.126,Yes,NA,0.2,1.786038431,3,Cervus_elaphus,2.534305387,https://academic.oup.com/cz/article/65/3/269/5046791,10.1093/cz/zoy049,https://sci-hub.tw/10.1111/j.1439-0310.1983.tb01341.x,10.1111/j.1439-0310.1983.tb01341.x,https://sci-hub.st/10.1111/j.1439-0310.2007.01427.x,10.1111/j.1439-0310.2007.01427.x
398,398,160,Cervus_elaphus,10,infant_production,102,0.073,0.0731,0.0101,6,Provisioned,26.7,Albacete_Spain,Continuous,Agonism,1,0.9,0,0,1,Age,FemalePhilopatry,Herbivore,1.98000318,2.9,0.126,Yes,NA,0.2,1.786038431,3,Cervus_elaphus,2.534305387,https://academic.oup.com/cz/article/65/3/269/5046791,10.1093/cz/zoy049,https://sci-hub.tw/10.1111/j.1439-0310.1983.tb01341.x,10.1111/j.1439-0310.1983.tb01341.x,https://sci-hub.st/10.1111/j.1439-0310.2007.01427.x,10.1111/j.1439-0310.2007.01427.x
399,399,160,Cervus_elaphus,10,infant_production,74,-0.002,-0.002,0.0141,6,Provisioned,26.7,Albacete_Spain,Continuous,Agonism,1,0.9,0,0,1,Age,FemalePhilopatry,Herbivore,1.98000318,2.9,0.126,Yes,NA,0.2,1.786038431,3,Cervus_elaphus,2.534305387,https://academic.oup.com/cz/article/65/3/269/5046791,10.1093/cz/zoy049,https://sci-hub.tw/10.1111/j.1439-0310.1983.tb01341.x,10.1111/j.1439-0310.1983.tb01341.x,https://sci-hub.st/10.1111/j.1439-0310.2007.01427.x,10.1111/j.1439-0310.2007.01427.x
400,400,161,Bos_taurus,70,infant_production,309,-0.066,-0.0661,0.0033,13,Captive,34,Prague_CzechRepublic,Continuous,Agonism,1,1,0,1,0,Age,NA,Herbivore,NA,NA,NA,NA,NA,NA,NA,2,Bos_taurus,NA,https://doi.org/10.2527/jas.2017.1415,10.2527/jas.2017.1415,https://www.sciencedirect.com/science/article/pii/S0003347213004594,10.1016/j.anbehav.2013.10.002,NA,NA
401,401,161,Bos_taurus,70,infant_production,186,-0.045,-0.045,0.0055,13,Captive,34,Prague_CzechRepublic,Continuous,Agonism,1,1,0,1,0,Age,NA,Herbivore,NA,NA,NA,NA,NA,NA,NA,2,Bos_taurus,NA,https://doi.org/10.2527/jas.2017.1415,10.2527/jas.2017.1415,https://www.sciencedirect.com/science/article/pii/S0003347213004594,10.1016/j.anbehav.2013.10.002,NA,NA
402,402,161,Bos_taurus,70,infant_production,309,0.043,0.043,0.0033,13,Captive,34,Prague_CzechRepublic,Continuous,Agonism,1,1,0,1,0,Age,NA,Herbivore,NA,NA,NA,NA,NA,NA,NA,2,Bos_taurus,NA,https://doi.org/10.2527/jas.2017.1415,10.2527/jas.2017.1415,https://www.sciencedirect.com/science/article/pii/S0003347213004594,10.1016/j.anbehav.2013.10.002,NA,NA
403,403,161,Bos_taurus,70,infant_production,160,0.036,0.036,0.0064,13,Captive,34,Prague_CzechRepublic,Continuous,Agonism,1,1,0,1,0,Age,NA,Herbivore,NA,NA,NA,NA,NA,NA,NA,2,Bos_taurus,NA,https://doi.org/10.2527/jas.2017.1415,10.2527/jas.2017.1415,https://www.sciencedirect.com/science/article/pii/S0003347213004594,10.1016/j.anbehav.2013.10.002,NA,NA
404,404,161,Bos_taurus,70,survival,179,0.107,0.1074,0.0057,13,Captive,34,Prague_CzechRepublic,Continuous,Agonism,1,1,0,1,0,Age,NA,Herbivore,NA,NA,NA,NA,NA,NA,NA,2,Bos_taurus,NA,https://doi.org/10.2527/jas.2017.1415,10.2527/jas.2017.1415,https://www.sciencedirect.com/science/article/pii/S0003347213004594,10.1016/j.anbehav.2013.10.002,NA,NA
405,405,162,Oryctolagus_cuniculus,5,infant_production,3,0.3333,0.3466,0.0566,1,Provisioned,3,IRO_Australia,Continuous,Agonism,5,4.6,0,1,0,Age,FemalePhilopatry,Herbivore,NA,357.9,NA,No,NA,NA,NA,2,Oryctolagus_cuniculus,2.22934902,https://www.publish.csiro.au/wr/CWR9590001,10.1071/CWR9590001,https://www.federaciongalegadecaza.com/biblioteca/coello/CIENTIFICAS_033.pdf,10.1007/s00265-001-0427-1,NA,NA
406,406,162,Oryctolagus_cuniculus,5,infant_survival,31,0.2458,0.2509,0.0357,1,Provisioned,3,IRO_Australia,Continuous,Agonism,5,4.6,0,1,0,Age,FemalePhilopatry,Herbivore,NA,357.9,NA,No,NA,NA,NA,2,Oryctolagus_cuniculus,2.22934902,https://www.publish.csiro.au/wr/CWR9590001,10.1071/CWR9590001,https://www.federaciongalegadecaza.com/biblioteca/coello/CIENTIFICAS_033.pdf,10.1007/s00265-001-0427-1,NA,NA
407,407,163,Heterocephalus_glaber,44,infant_production,183,0.8451,1.2386,0.238,1,Wild,61,CapeTown_SouthAfrica,Categorical,Other,8,9,1,0,0,Condition,FemalePhilopatry,Herbivore,0.37052525,11100,NA,No,NA,0.5,NA,1,Heterocephalus_glaber,2.424554977,https://science.sciencemag.org/content/sci/212/4494/571.full.pdf,10.1126/science.7209555,https://www.jstor.org/stable/pdf/51005.pdf?casa_token=l_tTlRHLcx4AAAAA:1vtpUM0GApFU1ZpP4TDahVp0z1t98oiwnunbCbzGXCjQVCXcNAbAzDMaKdaWg-tCE0-XsSppMDJQyNbHUBh4BCUaXGJHgYSnEvCl8m4R43oEyljevqgI,10.1098/rspb.1997.0137,NA,NA
408,408,164,Canis_rufus,84,infant_production,26,0.5007,0.5502,0.0541,8,Captive,3.25,Brookfield_USA,Categorical,Agonism,4.5,1,1,0,0,Age,FemaleDispersal,Carnivore,NA,NA,NA,No,NA,NA,NA,1,Canis_rufus,2.225309282,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0310.1976.tb00939.x,10.1111/j.1439-0310.1976.tb00939.x,https://academic.oup.com/beheco/article/22/1/199/232546,10.1093/beheco/arq194,NA,NA
409,409,165,Canis_rufus,84,infant_production,18,0.629,0.7397,0.0687,5,Captive,3.6,BayrischerWald_Germany,Categorical,Agonism,4.5,1,1,0,0,Age,FemaleDispersal,Carnivore,NA,NA,NA,No,NA,NA,NA,1,Canis_rufus,2.225309282,https://sci-hub.tw/10.1111/j.1439-0310.1976.tb00939.x,10.1111/j.1439-0310.1976.tb00939.x,https://academic.oup.com/beheco/article/22/1/199/232546,10.1093/beheco/arq194,NA,NA
410,410,166,Lycaon_pictus,25,infant_production,8,0.3333,0.3466,0.1172,1,Wild,2,Serengeti_WD_Tanzania,Categorical,Agonism,7.5,0.9,1,0,0,Condition,FemaleDispersal,Carnivore,0.46835398,0,0.28,No,0,0.5,1,1,Lycaon_pictus,2.309630167,https://link.springer.com/content/pdf/10.1007/BF00296390.pdf,10.1007/BF00296390,https://repository.si.edu/bitstream/handle/10088/8928/nzp_Spiering_et_al_2010_BES.pdf?sequence=1&isAllowed=y,10.1007/s00265-009-0875-6,https://www.researchgate.net/profile/Michael_Mills15/publication/227270856_A_molecular_genetic_analysis_of_social_structure_dispersal_and_interpack_relationships_of_the_African_wild_dog_Lycaon_pictus/links/55ab5bbb08ae481aa7fbd6a0.pdf,10.1007/s002650050332
411,411,166,Lycaon_pictus,25,infant_survival,7,0.427,0.4562,0.137,1,Wild,2,Serengeti_WD_Tanzania,Categorical,Agonism,7.5,0.9,1,0,0,Condition,FemaleDispersal,Carnivore,0.46835398,0,0.28,No,0,0.5,1,1,Lycaon_pictus,2.309630167,https://link.springer.com/content/pdf/10.1007/BF00296390.pdf,10.1007/BF00296390,https://repository.si.edu/bitstream/handle/10088/8928/nzp_Spiering_et_al_2010_BES.pdf?sequence=1&isAllowed=y,10.1007/s00265-009-0875-6,https://www.researchgate.net/profile/Michael_Mills15/publication/227270856_A_molecular_genetic_analysis_of_social_structure_dispersal_and_interpack_relationships_of_the_African_wild_dog_Lycaon_pictus/links/55ab5bbb08ae481aa7fbd6a0.pdf,10.1007/s002650050332
412,412,167,Macaca_mulatta,20,infant_production,31,-9.00E-04,-9.00E-04,0.0135,14,Captive,3.5,Madingley_UK,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,NA,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://journals.sagepub.com/doi/pdf/10.1258/002367779780937834,10.1258/002367779780937834,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,NA,NA
413,413,168,Macaca_fuscata,1,infant_production,81,0.2275,0.2315,0.0131,10,Provisioned,54,Ryozen_Japan,Categorical,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,NA,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://www.researchgate.net/profile/Yukimaru_Sugiyama/publication/16033367_Population_Dynamics_of_Japanese_Monkeys_with_Special_Reference_to_the_Effect_of_Artificial_Feeding/links/5b2c459d0f7e9b0df5ba53ba/Population-Dynamics-of-Japanese-Monkeys-with-Special-Reference-to-the-Effect-of-Artificial-Feeding.pdf,10.1159/000156080,https://link.springer.com/article/10.1023/A:1024676705433,NA,NA,NA
414,414,168,Macaca_fuscata,1,infant_production,134,0.0292,0.0292,0.0081,10,Wild,86,Ryozen_Japan,Categorical,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,NA,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://www.researchgate.net/profile/Yukimaru_Sugiyama/publication/16033367_Population_Dynamics_of_Japanese_Monkeys_with_Special_Reference_to_the_Effect_of_Artificial_Feeding/links/5b2c459d0f7e9b0df5ba53ba/Population-Dynamics-of-Japanese-Monkeys-with-Special-Reference-to-the-Effect-of-Artificial-Feeding.pdf,10.1159/000156080,https://link.springer.com/article/10.1023/A:1024676705433,NA,NA,NA
415,415,168,Macaca_fuscata,1,infant_survival,48,0.1484,0.1495,0.0219,10,Provisioned,54,Ryozen_Japan,Categorical,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,NA,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://www.researchgate.net/profile/Yukimaru_Sugiyama/publication/16033367_Population_Dynamics_of_Japanese_Monkeys_with_Special_Reference_to_the_Effect_of_Artificial_Feeding/links/5b2c459d0f7e9b0df5ba53ba/Population-Dynamics-of-Japanese-Monkeys-with-Special-Reference-to-the-Effect-of-Artificial-Feeding.pdf,10.1159/000156080,https://link.springer.com/article/10.1023/A:1024676705433,NA,NA,NA
416,416,168,Macaca_fuscata,1,infant_survival,47,0.1034,0.1038,0.0216,10,Wild,86,Ryozen_Japan,Categorical,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,NA,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://www.researchgate.net/profile/Yukimaru_Sugiyama/publication/16033367_Population_Dynamics_of_Japanese_Monkeys_with_Special_Reference_to_the_Effect_of_Artificial_Feeding/links/5b2c459d0f7e9b0df5ba53ba/Population-Dynamics-of-Japanese-Monkeys-with-Special-Reference-to-the-Effect-of-Artificial-Feeding.pdf,10.1159/000156080,https://link.springer.com/article/10.1023/A:1024676705433,NA,NA,NA
417,417,169,Macaca_mulatta,20,lifetime_reproductive_success,6,0.6697,0.8102,0.3333,4,Provisioned,55,CayoSantiago_PuertoRico,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.15,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ajpa.1330840208,10.1002/ajpa.1330840208,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1007/bf00293675,10.1007/bf00293675
418,418,170,Macaca_mulatta,20,age_at_first_conception,61,0.4331,0.4637,0.0224,20,Provisioned,55,CayoSantiago_PuertoRico,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.15,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://link.springer.com/article/10.1007/BF00164042,10.1007/BF00164042,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1007/bf00293675,10.1007/bf00293675
419,419,171,Theropithecus_gelada,3,infant_production,54,0.1769,0.1778,0.0196,4,Wild,3.9,SimienMountains_Ethiopia,Continuous,Agonism,1,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.29486713,51.4,0.28,Yes,1,0.2,1.624175009,2,Theropithecus_gelada,2.597695186,https://link.springer.com/content/pdf/10.1007/BF00300665.pdf,10.1007/BF00300665,https://link.springer.com/content/pdf/10.1007%2FBF00300665.pdf,10.1007/BF00300665,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/110016/mec12987.pdf?sequence=2,10.1111/mec.12987
420,420,171,Theropithecus_gelada,3,infant_survival,88,-0.0754,-0.0755,0.012,4,Wild,3.9,SimienMountains_Ethiopia,Continuous,Agonism,1,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.29486713,51.4,0.28,Yes,1,0.2,1.624175009,2,Theropithecus_gelada,2.597695186,https://link.springer.com/content/pdf/10.1007/BF00300665.pdf,10.1007/BF00300665,https://link.springer.com/content/pdf/10.1007%2FBF00300665.pdf,10.1007/BF00300665,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/110016/mec12987.pdf?sequence=2,10.1111/mec.12987
421,421,171,Theropithecus_gelada,3,infant_production,18,0.5556,0.6264,0.0402,4,Wild,3.9,SimienMountains_Ethiopia,Continuous,Agonism,1,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.29486713,51.4,0.28,Yes,1,0.2,1.624175009,2,Theropithecus_gelada,2.597695186,https://link.springer.com/content/pdf/10.1007/BF00300665.pdf,10.1007/BF00300665,https://link.springer.com/content/pdf/10.1007%2FBF00300665.pdf,10.1007/BF00300665,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/110016/mec12987.pdf?sequence=2,10.1111/mec.12987
422,422,171,Theropithecus_gelada,3,interbirth_interval,28,-0.0239,-0.0239,0.04,4,Wild,3.9,SimienMountains_Ethiopia,Continuous,Agonism,1,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.29486713,51.4,0.28,Yes,1,0.2,1.624175009,2,Theropithecus_gelada,2.597695186,https://link.springer.com/content/pdf/10.1007/BF00300665.pdf,10.1007/BF00300665,https://link.springer.com/content/pdf/10.1007%2FBF00300665.pdf,10.1007/BF00300665,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/110016/mec12987.pdf?sequence=2,10.1111/mec.12987
423,423,171,Theropithecus_gelada,3,interbirth_interval,7,0.3543,0.3704,0.25,4,Wild,3.9,SimienMountains_Ethiopia,Continuous,Agonism,1,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.29486713,51.4,0.28,Yes,1,0.2,1.624175009,2,Theropithecus_gelada,2.597695186,https://link.springer.com/content/pdf/10.1007/BF00300665.pdf,10.1007/BF00300665,https://link.springer.com/content/pdf/10.1007%2FBF00300665.pdf,10.1007/BF00300665,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/110016/mec12987.pdf?sequence=2,10.1111/mec.12987
